filename,dialogue_id,utterance_id,arousal,dominance,valence
dialogue_10_utterance_1.wav,10,1,-0.0029026803094893694,0.01097412221133709,0.004690235480666161
dialogue_10_utterance_10.wav,10,10,0.0045181866735219955,0.0013548864517360926,0.0039213914424180984
dialogue_10_utterance_11.wav,10,11,0.01019896101206541,0.004923895932734013,0.004591709468513727
dialogue_10_utterance_12.wav,10,12,0.001850603148341179,0.004406140185892582,-0.009064137935638428
dialogue_10_utterance_13.wav,10,13,0.010946008376777172,0.013792665675282478,0.01235204003751278
dialogue_10_utterance_14.wav,10,14,0.016161125153303146,0.00468071736395359,0.00011336884927004576
dialogue_10_utterance_15.wav,10,15,0.004724658560007811,0.007579412776976824,-0.006801671348512173
dialogue_10_utterance_16.wav,10,16,0.011121748015284538,0.005803076084703207,0.013260148465633392
dialogue_10_utterance_2.wav,10,2,0.00430931756272912,0.006414984352886677,-0.012937971390783787
dialogue_10_utterance_3.wav,10,3,0.021124694496393204,0.003981421701610088,0.015966195613145828
dialogue_10_utterance_4.wav,10,4,0.014068934135138988,-0.01099169347435236,-0.012906249612569809
dialogue_10_utterance_5.wav,10,5,0.012669486925005913,-0.0009461420122534037,-0.022171704098582268
dialogue_10_utterance_6.wav,10,6,0.012372844852507114,0.006448562256991863,-0.004350285977125168
dialogue_10_utterance_7.wav,10,7,0.014991636388003826,-0.005045952275395393,-0.014474941417574883
dialogue_10_utterance_8.wav,10,8,0.015006429515779018,0.004148452542722225,-0.007336243987083435
dialogue_10_utterance_9.wav,10,9,0.011022239923477173,0.005827003158628941,-0.0030691693536937237
dialogue_11_utterance_1.wav,11,1,-0.002383751794695854,0.0013052707072347403,-0.004395423457026482
dialogue_11_utterance_10.wav,11,10,5.2218325436115265e-05,0.007523283828049898,0.013037780299782753
dialogue_11_utterance_11.wav,11,11,0.020355677232146263,0.005909482017159462,-0.0023090748582035303
dialogue_11_utterance_12.wav,11,12,0.00743563286960125,0.007688415236771107,-0.009049453772604465
dialogue_11_utterance_13.wav,11,13,0.012474318966269493,0.0008975707460194826,0.010204026475548744
dialogue_11_utterance_14.wav,11,14,0.012695210054516792,0.0014519761316478252,0.00759559590369463
dialogue_11_utterance_2.wav,11,2,0.008109072223305702,0.002944198902696371,-0.017433660104870796
dialogue_11_utterance_3.wav,11,3,0.015153637155890465,0.0003374896477907896,-0.00817224383354187
